Row_ID,Order_ID,Customer_ID,Product_ID,Quantity,Year,weeknum,Week_Date
95,MX-2013-169292,AJ-107803,OFF-FA-10004781,2,2013,17,2013-04-22
96,MX-2011-112319,KT-164653,FUR-BO-10003438,7,2011,17,2011-04-18
97,MX-2011-112319,KT-164653,TEC-AC-10001491,2,2011,17,2011-04-18
98,MX-2011-149986,AH-100753,OFF-ST-10004412,3,2011,43,2011-10-17
99,US-2013-125892,NW-184003,FUR-CH-10004725,3,2013,32,2013-08-05
100,US-2013-125892,NW-184003,OFF-PA-10003224,6,2013,32,2013-08-05
101,MX-2013-158533,JL-158503,TEC-AC-10001405,3,2013,50,2013-12-09
102,MX-2013-165708,CG-120403,OFF-FA-10003496,5,2013,49,2013-12-02
103,US-2013-103051,TB-214003,FUR-CH-10002547,5,2013,45,2013-11-04
104,US-2013-103051,TB-214003,OFF-AR-10001072,2,2013,45,2013-11-04
105,MX-2013-151988,PB-191503,OFF-EN-10002624,1,2013,48,2013-11-25
106,MX-2012-141915,MD-173503,FUR-CH-10004387,9,2012,41,2012-10-01
107,US-2011-150623,HD-147853,OFF-PA-10004854,3,2011,40,2011-09-26
108,US-2014-112368,TT-212653,OFF-AR-10000503,4,2014,24,2014-06-09
109,US-2014-112368,TT-212653,OFF-PA-10001470,1,2014,24,2014-06-09
110,MX-2013-135895,RS-194203,TEC-AC-10003681,2,2013,36,2013-09-02
111,MX-2014-162152,SC-206803,TEC-PH-10000087,5,2014,33,2014-08-11
112,MX-2012-121006,EM-142003,OFF-SU-10002032,5,2012,45,2012-10-29
113,US-2013-130631,SW-202753,OFF-PA-10000318,7,2013,38,2013-09-16
114,US-2013-130631,SW-202753,OFF-PA-10002219,9,2013,38,2013-09-16
115,US-2013-130631,SW-202753,OFF-ST-10003089,5,2013,38,2013-09-16
116,MX-2014-145051,TS-210853,OFF-FA-10003123,5,2014,9,2014-02-24
117,MX-2014-167801,SS-204103,TEC-PH-10000347,5,2014,48,2014-11-24
118,MX-2013-117471,AG-103303,OFF-AP-10000329,3,2013,33,2013-08-12
119,MX-2013-117471,AG-103303,OFF-EN-10004870,7,2013,33,2013-08-12
120,MX-2013-117471,AG-103303,OFF-FA-10004920,3,2013,33,2013-08-12
121,US-2012-146360,NP-186853,OFF-EN-10004580,5,2012,11,2012-03-05
122,US-2012-112032,PO-191953,OFF-AR-10002975,4,2012,12,2012-03-12
123,US-2011-138842,PB-191503,FUR-BO-10003103,4,2011,53,2011-12-26
124,US-2011-138842,PB-191503,TEC-MA-10001290,2,2011,53,2011-12-26
125,MX-2014-148488,JL-151303,FUR-CH-10000105,5,2014,23,2014-06-02
126,MX-2014-148488,JL-151303,TEC-CO-10001756,2,2014,23,2014-06-02
127,MX-2014-148488,JL-151303,OFF-EN-10004518,8,2014,23,2014-06-02
128,MX-2014-148488,JL-151303,FUR-CH-10002653,2,2014,23,2014-06-02
129,MX-2014-148488,JL-151303,OFF-AR-10003123,3,2014,23,2014-06-02
130,MX-2011-158771,BT-113053,OFF-EN-10000857,6,2011,2,2011-01-03
131,MX-2014-135265,DR-128803,OFF-PA-10001164,3,2014,52,2014-12-22
132,US-2013-130239,LP-170803,FUR-BO-10002992,5,2013,46,2013-11-11
133,US-2014-118752,TT-214603,OFF-FA-10004781,2,2014,40,2014-09-29
134,US-2014-118752,TT-214603,OFF-BI-10002414,1,2014,40,2014-09-29
135,MX-2014-128762,FW-143953,OFF-LA-10000203,5,2014,44,2014-10-27
136,MX-2014-128762,FW-143953,OFF-AP-10000621,3,2014,44,2014-10-27
137,MX-2014-128762,FW-143953,OFF-BI-10004080,1,2014,44,2014-10-27
138,US-2012-105949,BM-111403,OFF-AR-10003794,7,2012,10,2012-02-27
139,MX-2011-165337,SC-200203,TEC-MA-10001305,4,2011,22,2011-05-23
140,MX-2013-158071,MO-175003,TEC-MA-10002040,3,2013,42,2013-10-14
141,MX-2013-158071,MO-175003,OFF-BI-10004624,3,2013,42,2013-10-14
142,MX-2012-163272,KD-166153,TEC-CO-10004831,2,2012,19,2012-04-30
143,MX-2012-163272,KD-166153,OFF-LA-10004519,3,2012,19,2012-04-30
144,MX-2012-163272,KD-166153,OFF-EN-10002186,4,2012,19,2012-04-30
145,MX-2011-105298,EM-138103,TEC-AC-10003454,3,2011,24,2011-06-06
146,MX-2011-105298,EM-138103,OFF-FA-10003911,2,2011,24,2011-06-06
147,US-2012-116750,BH-117103,OFF-ST-10004835,4,2012,29,2012-07-09
148,US-2012-116750,BH-117103,OFF-LA-10000448,2,2012,29,2012-07-09
149,US-2012-116750,BH-117103,TEC-CO-10000917,4,2012,29,2012-07-09
150,US-2012-116750,BH-117103,TEC-AC-10001364,3,2012,29,2012-07-09
151,MX-2013-106782,BE-113353,FUR-CH-10003853,3,2013,42,2013-10-14
152,MX-2013-106782,BE-113353,OFF-BI-10003184,5,2013,42,2013-10-14
153,MX-2013-106782,BE-113353,FUR-CH-10002010,5,2013,42,2013-10-14
154,US-2012-137526,LW-169903,OFF-BI-10003709,3,2012,27,2012-06-25
155,MX-2011-140032,HE-148003,OFF-SU-10001421,3,2011,29,2011-07-11
156,MX-2012-144862,LS-172303,FUR-FU-10003414,5,2012,45,2012-10-29
157,MX-2012-144862,LS-172303,OFF-PA-10002033,3,2012,45,2012-10-29
158,MX-2012-137659,ST-205303,OFF-PA-10004849,2,2012,44,2012-10-22
159,MX-2012-137659,ST-205303,OFF-BI-10004275,3,2012,44,2012-10-22
160,MX-2014-133053,GP-147403,OFF-AR-10001694,5,2014,51,2014-12-15
161,MX-2014-133053,GP-147403,OFF-EN-10004988,6,2014,51,2014-12-15
162,MX-2012-133375,TC-215353,OFF-ST-10004368,7,2012,28,2012-07-02
163,MX-2012-133375,TC-215353,OFF-AR-10001192,6,2012,28,2012-07-02
164,US-2014-155194,TZ-215803,OFF-AP-10000604,3,2014,30,2014-07-21
165,MX-2012-133305,AR-103453,FUR-BO-10003873,4,2012,47,2012-11-12
166,MX-2012-107146,SL-201553,FUR-CH-10003853,5,2012,31,2012-07-23
167,MX-2012-107146,SL-201553,FUR-CH-10003623,5,2012,31,2012-07-23
168,MX-2013-127621,DJ-136303,FUR-CH-10001114,1,2013,47,2013-11-18
169,US-2013-103513,YS-218803,OFF-PA-10001516,1,2013,52,2013-12-23
170,MX-2013-131436,BW-112003,FUR-CH-10000343,3,2013,49,2013-12-02
171,MX-2011-104626,EB-141703,FUR-BO-10003463,8,2011,30,2011-07-18
172,MX-2013-141446,MO-175003,OFF-BI-10004142,2,2013,12,2013-03-18
173,MX-2013-141446,MO-175003,TEC-CO-10004152,4,2013,12,2013-03-18
174,MX-2013-141446,MO-175003,OFF-AP-10001682,1,2013,12,2013-03-18
175,MX-2013-141446,MO-175003,TEC-AC-10004620,2,2013,12,2013-03-18
176,MX-2013-119795,JS-156853,OFF-BI-10000813,5,2013,47,2013-11-18
177,MX-2013-119795,JS-156853,OFF-EN-10004470,2,2013,47,2013-11-18
178,MX-2013-119795,JS-156853,OFF-PA-10003708,6,2013,47,2013-11-18
179,MX-2013-120453,TB-211753,FUR-BO-10003326,5,2013,26,2013-06-24
180,MX-2013-120453,TB-211753,OFF-AP-10002625,6,2013,26,2013-06-24
181,MX-2013-120453,TB-211753,TEC-AC-10001948,10,2013,26,2013-06-24
182,MX-2013-120453,TB-211753,FUR-BO-10003284,3,2013,26,2013-06-24
183,MX-2013-120453,TB-211753,OFF-ST-10004190,2,2013,26,2013-06-24
184,US-2012-122539,VW-217753,OFF-PA-10004155,5,2012,46,2012-11-05
185,MX-2014-141684,HF-149953,TEC-PH-10003254,4,2014,42,2014-10-13
186,MX-2013-148453,CR-127303,OFF-EN-10002396,3,2013,51,2013-12-16
187,MX-2013-148453,CR-127303,FUR-CH-10001130,1,2013,51,2013-12-16
188,MX-2013-148453,CR-127303,TEC-CO-10004981,2,2013,51,2013-12-16
189,MX-2013-148453,CR-127303,FUR-TA-10002101,3,2013,51,2013-12-16
190,MX-2013-148453,CR-127303,FUR-TA-10004832,2,2013,51,2013-12-16
191,MX-2013-148453,CR-127303,TEC-PH-10002871,3,2013,51,2013-12-16
192,MX-2013-148453,CR-127303,TEC-AC-10004434,1,2013,51,2013-12-16
193,MX-2014-102351,CM-124453,OFF-EN-10003529,5,2014,47,2014-11-17
194,MX-2012-144841,BT-114853,OFF-EN-10004995,4,2012,7,2012-02-06
195,US-2012-114867,ML-180403,OFF-LA-10002609,1,2012,30,2012-07-16
196,MX-2014-134922,RW-196303,FUR-CH-10003733,2,2014,27,2014-06-30
197,US-2011-162229,TB-213553,OFF-LA-10002199,2,2011,49,2011-11-28
198,US-2011-162229,TB-213553,OFF-EN-10003832,14,2011,49,2011-11-28
199,US-2013-152800,RS-198703,OFF-LA-10002868,3,2013,46,2013-11-11
200,US-2013-152800,RS-198703,OFF-SU-10001794,9,2013,46,2013-11-11
201,US-2013-152800,RS-198703,OFF-FA-10002835,2,2013,46,2013-11-11
202,US-2013-152800,RS-198703,OFF-EN-10003560,5,2013,46,2013-11-11
203,MX-2014-118584,CS-124903,OFF-ST-10002499,3,2014,41,2014-10-06
204,MX-2014-133984,FP-143203,OFF-PA-10002237,9,2014,49,2014-12-01
205,MX-2013-163853,EB-141703,FUR-CH-10004194,2,2013,38,2013-09-16
206,MX-2013-163853,EB-141703,OFF-ST-10000645,2,2013,38,2013-09-16
207,MX-2013-163853,EB-141703,OFF-AR-10000845,5,2013,38,2013-09-16
208,US-2014-146080,MW-182203,FUR-CH-10000528,2,2014,14,2014-03-31
209,US-2014-146080,MW-182203,OFF-BI-10003372,6,2014,14,2014-03-31
210,US-2014-146080,MW-182203,OFF-EN-10003352,2,2014,14,2014-03-31
211,US-2014-146080,MW-182203,OFF-BI-10003184,2,2014,14,2014-03-31
212,US-2014-146080,MW-182203,OFF-FA-10004586,2,2014,14,2014-03-31
213,US-2014-146080,MW-182203,OFF-EN-10001755,11,2014,14,2014-03-31
214,US-2011-118899,CS-119503,FUR-CH-10000892,3,2011,25,2011-06-13
215,MX-2014-134306,DO-134353,OFF-BI-10001613,2,2014,44,2014-10-27
216,US-2011-128776,RR-195253,TEC-PH-10004871,2,2011,53,2011-12-26
217,US-2011-128776,RR-195253,FUR-CH-10004725,9,2011,53,2011-12-26
218,US-2011-128776,RR-195253,TEC-AC-10001491,5,2011,53,2011-12-26
219,US-2011-128776,RR-195253,TEC-PH-10002218,8,2011,53,2011-12-26
220,US-2011-128776,RR-195253,TEC-PH-10002815,5,2011,53,2011-12-26
221,MX-2012-147382,MH-176203,OFF-ST-10002070,4,2012,49,2012-11-26
222,MX-2012-147382,MH-176203,OFF-AP-10003625,4,2012,49,2012-11-26
223,MX-2012-147382,MH-176203,OFF-LA-10003271,3,2012,49,2012-11-26
224,MX-2012-147382,MH-176203,OFF-AP-10003559,2,2012,49,2012-11-26
225,MX-2012-147382,MH-176203,OFF-ST-10004432,7,2012,49,2012-11-26
226,MX-2012-147382,MH-176203,TEC-CO-10004398,3,2012,49,2012-11-26
227,MX-2011-131709,AG-103003,FUR-CH-10002653,9,2011,50,2011-12-05
228,MX-2014-146101,BM-111403,OFF-EN-10001109,5,2014,52,2014-12-22
229,MX-2014-111927,CL-127003,FUR-BO-10003543,3,2014,41,2014-10-06
230,MX-2014-107930,RK-193003,OFF-PA-10003513,2,2014,30,2014-07-21
231,MX-2014-107930,RK-193003,OFF-AR-10001061,2,2014,30,2014-07-21
232,MX-2014-107930,RK-193003,FUR-CH-10000343,5,2014,30,2014-07-21
233,MX-2014-107930,RK-193003,TEC-CO-10000917,1,2014,30,2014-07-21
234,MX-2014-107930,RK-193003,FUR-CH-10003109,3,2014,30,2014-07-21
235,MX-2013-115343,MG-181453,OFF-BI-10001422,6,2013,22,2013-05-27
236,MX-2013-115343,MG-181453,FUR-FU-10002007,3,2013,22,2013-05-27
237,MX-2014-165435,KD-164953,FUR-BO-10002325,2,2014,19,2014-05-05
238,MX-2012-125234,LS-172453,OFF-AP-10004958,6,2012,37,2012-09-03
239,MX-2013-133417,AS-100903,FUR-BO-10001498,5,2013,14,2013-04-01
240,MX-2013-133417,AS-100903,OFF-BI-10004177,3,2013,14,2013-04-01
241,MX-2011-133466,AH-101953,TEC-PH-10003254,4,2011,9,2011-02-21
242,MX-2011-133466,AH-101953,TEC-AC-10004951,3,2011,9,2011-02-21
243,MX-2011-133466,AH-101953,FUR-CH-10003354,3,2011,9,2011-02-21
244,MX-2011-133466,AH-101953,OFF-SU-10004711,2,2011,9,2011-02-21
245,MX-2014-141068,GB-145303,OFF-LA-10000203,5,2014,11,2014-03-10
246,MX-2014-141068,GB-145303,OFF-SU-10003701,4,2014,11,2014-03-10
247,MX-2011-146332,AC-104203,TEC-PH-10002572,2,2011,34,2011-08-15
248,MX-2011-146332,AC-104203,TEC-AC-10003044,4,2011,34,2011-08-15
249,MX-2014-148642,TT-212653,OFF-AR-10001072,5,2014,46,2014-11-10
250,MX-2014-148642,TT-212653,OFF-BI-10000769,5,2014,46,2014-11-10
251,MX-2012-129623,PT-190903,FUR-FU-10003384,3,2012,21,2012-05-14
252,US-2013-141257,SC-208453,FUR-BO-10001067,5,2013,5,2013-01-28
253,US-2013-141257,SC-208453,OFF-LA-10002334,2,2013,5,2013-01-28
254,US-2013-141257,SC-208453,OFF-LA-10004495,4,2013,5,2013-01-28
255,MX-2014-157560,LW-169903,OFF-ST-10001335,2,2014,39,2014-09-22
256,MX-2012-100503,LB-167353,OFF-PA-10003475,6,2012,31,2012-07-23
257,MX-2012-100503,LB-167353,TEC-CO-10001824,2,2012,31,2012-07-23
258,MX-2012-127565,RK-193003,OFF-LA-10001038,7,2012,21,2012-05-14
259,MX-2011-127089,SZ-200353,FUR-BO-10001099,4,2011,26,2011-06-20
260,MX-2011-127089,SZ-200353,TEC-AC-10004451,2,2011,26,2011-06-20
261,MX-2011-127089,SZ-200353,TEC-AC-10002664,2,2011,26,2011-06-20
262,MX-2012-138471,AB-101053,FUR-CH-10004467,3,2012,47,2012-11-12
263,MX-2013-131961,KF-162853,OFF-PA-10001091,7,2013,27,2013-07-01
264,US-2013-116561,AH-105853,TEC-PH-10003177,5,2013,44,2013-10-28
265,US-2013-101721,PO-188503,FUR-TA-10002482,1,2013,33,2013-08-12
266,MX-2012-115259,EH-139903,OFF-AR-10000185,2,2012,41,2012-10-01
267,MX-2012-130792,EJ-137203,OFF-EN-10001751,3,2012,51,2012-12-10
268,MX-2014-159282,DJ-135103,FUR-CH-10003941,2,2014,30,2014-07-21
269,MX-2014-159282,DJ-135103,OFF-EN-10000755,4,2014,30,2014-07-21
270,MX-2014-159282,DJ-135103,OFF-FA-10002427,3,2014,30,2014-07-21
271,US-2014-148796,KM-167203,OFF-BI-10000963,2,2014,14,2014-03-31
272,US-2014-148796,KM-167203,OFF-ST-10000836,2,2014,14,2014-03-31
273,MX-2014-169586,BB-115453,OFF-FA-10003929,5,2014,47,2014-11-17
274,US-2014-138415,MN-179353,OFF-BI-10001895,5,2014,36,2014-09-01
275,US-2014-138415,MN-179353,OFF-SU-10001515,2,2014,36,2014-09-01
276,US-2011-152240,VG-217903,FUR-CH-10000885,3,2011,17,2011-04-18
277,MX-2013-168781,AG-107653,OFF-ST-10004660,8,2013,36,2013-09-02
278,MX-2013-168781,AG-107653,OFF-AR-10001061,4,2013,36,2013-09-02
279,MX-2011-102771,LS-169753,OFF-AR-10001271,2,2011,41,2011-10-03
280,MX-2012-119249,CL-118903,TEC-PH-10004196,8,2012,27,2012-06-25
281,US-2014-128279,KB-164053,FUR-FU-10004842,3,2014,47,2014-11-17
282,MX-2014-155551,DH-136753,FUR-CH-10004338,3,2014,37,2014-09-08
283,MX-2012-154249,AP-109153,OFF-SU-10001421,4,2012,48,2012-11-19
284,US-2014-127600,SB-202903,OFF-ST-10004660,6,2014,16,2014-04-14
285,MX-2013-153654,DW-135403,OFF-ST-10004412,2,2013,4,2013-01-21
286,MX-2013-153654,DW-135403,FUR-BO-10003543,3,2013,4,2013-01-21
287,MX-2013-153654,DW-135403,TEC-PH-10003932,3,2013,4,2013-01-21
288,MX-2013-153654,DW-135403,FUR-TA-10000317,4,2013,4,2013-01-21
289,US-2011-156664,RP-193903,FUR-TA-10004840,2,2011,5,2011-01-24
290,MX-2013-145534,PK-190753,OFF-LA-10002334,2,2013,12,2013-03-18
291,MX-2013-145534,PK-190753,TEC-PH-10003312,3,2013,12,2013-03-18
292,MX-2013-162481,MP-179653,TEC-PH-10003312,5,2013,15,2013-04-08
293,MX-2013-143000,DN-136903,FUR-TA-10004840,4,2013,8,2013-02-18
294,MX-2013-103527,DL-133303,OFF-PA-10000540,6,2013,36,2013-09-02
295,MX-2012-133424,LS-172303,TEC-CO-10000266,4,2012,14,2012-03-26
296,MX-2012-133424,LS-172303,OFF-LA-10004799,3,2012,14,2012-03-26
297,MX-2012-133424,LS-172303,OFF-EN-10000761,1,2012,14,2012-03-26
298,MX-2012-164210,RB-197953,FUR-CH-10001616,3,2012,6,2012-01-30
299,MX-2013-145569,BS-113803,FUR-BO-10004423,2,2013,45,2013-11-04
300,US-2013-137519,JR-157003,TEC-AC-10000957,10,2013,50,2013-12-09
301,US-2012-139892,DR-128803,OFF-FA-10004533,8,2012,44,2012-10-22
302,US-2012-139892,DR-128803,OFF-PA-10001801,5,2012,44,2012-10-22
303,MX-2014-160402,TB-212803,OFF-PA-10002295,3,2014,42,2014-10-13
304,MX-2014-160402,TB-212803,OFF-ST-10002522,3,2014,42,2014-10-13
305,MX-2014-130666,PB-191503,TEC-AC-10002799,1,2014,44,2014-10-27
306,MX-2014-130666,PB-191503,OFF-EN-10002725,4,2014,44,2014-10-27
307,MX-2013-160248,JG-153103,FUR-CH-10004338,6,2013,26,2013-06-24
308,MX-2013-160248,JG-153103,FUR-BO-10002782,2,2013,26,2013-06-24
309,MX-2011-109414,CA-123103,FUR-CH-10003354,1,2011,38,2011-09-12
310,MX-2011-109414,CA-123103,OFF-BI-10001304,6,2011,38,2011-09-12
311,MX-2011-109414,CA-123103,OFF-ST-10001890,1,2011,38,2011-09-12
312,MX-2011-109414,CA-123103,OFF-ST-10004185,7,2011,38,2011-09-12
313,US-2014-108203,PJ-190153,OFF-EN-10003472,6,2014,39,2014-09-22
314,US-2014-108203,PJ-190153,OFF-BI-10001987,2,2014,39,2014-09-22
315,US-2014-108203,PJ-190153,OFF-AP-10004569,3,2014,39,2014-09-22
316,US-2014-108203,PJ-190153,OFF-FA-10002427,4,2014,39,2014-09-22
317,MX-2014-164112,CR-128203,TEC-MA-10004236,8,2014,44,2014-10-27
318,MX-2014-164112,CR-128203,OFF-AP-10003043,5,2014,44,2014-10-27
319,MX-2014-164112,CR-128203,OFF-SU-10004446,5,2014,44,2014-10-27
320,US-2012-104374,Dp-132403,OFF-PA-10004294,5,2012,16,2012-04-09
321,US-2011-104556,SV-209353,OFF-SU-10003019,5,2011,26,2011-06-20
322,MX-2014-139976,LW-169903,OFF-AR-10002677,3,2014,50,2014-12-08
323,MX-2014-165568,NF-185953,OFF-LA-10001800,5,2014,30,2014-07-21
324,MX-2011-108077,MC-181303,OFF-BI-10004470,3,2011,47,2011-11-14
325,MX-2011-108077,MC-181303,OFF-BI-10000719,2,2011,47,2011-11-14
326,MX-2011-108077,MC-181303,OFF-ST-10003718,2,2011,47,2011-11-14
327,US-2014-161186,SG-200803,TEC-AC-10004044,2,2014,53,2014-12-29
328,MX-2013-156412,PG-188953,OFF-BI-10001613,2,2013,23,2013-06-03
329,MX-2013-156412,PG-188953,OFF-ST-10004412,4,2013,23,2013-06-03
330,MX-2013-156412,PG-188953,OFF-ST-10000496,6,2013,23,2013-06-03
331,US-2012-162684,NK-184903,OFF-FA-10003931,4,2012,11,2012-03-05
332,MX-2011-161116,FA-142303,OFF-BI-10000124,9,2011,43,2011-10-17
333,MX-2011-161116,FA-142303,OFF-PA-10002295,2,2011,43,2011-10-17
